r,HOCOM_BC11A_HUMAN.H11MO.0.A,HOCOM_COE1_HUMAN.H11MO.0.A,HOCOM_ERG_HUMAN.H11MO.0.A,HOCOM_ETV5_HUMAN.H11MO.0.C,HOCOM_FLI1_HUMAN.H11MO.0.A,HOCOM_GATA1_HUMAN.H11MO.0.A,HOCOM_GATA2_HUMAN.H11MO.0.A,HOCOM_GATA3_HUMAN.H11MO.0.A,HOCOM_IRF1_HUMAN.H11MO.0.A,HOCOM_IRF3_HUMAN.H11MO.0.B,HOCOM_IRF4_HUMAN.H11MO.0.A,HOCOM_IRF8_HUMAN.H11MO.0.B,HOCOM_KLF15_HUMAN.H11MO.0.A,HOCOM_MAZ_HUMAN.H11MO.0.A,HOCOM_PRDM6_HUMAN.H11MO.0.C,HOCOM_SPI1_HUMAN.H11MO.0.A,HOCOM_STAT1_HUMAN.H11MO.1.A,HOCOM_TAL1_HUMAN.H11MO.0.A,HOCOM_ZBT17_HUMAN.H11MO.0.A,HOCOM_ZN341_HUMAN.H11MO.0.C,HOCOM_ZN467_HUMAN.H11MO.0.C,HOCOM_ZN770_HUMAN.H11MO.0.C,JASPA_MA0050.2_IRF1,JASPA_MA0528.1_ZNF263,Tissue
chr15:69276165-69276941,,,,,,,,4.102372908709558,4.3124710387853655,,,,,,,,,,,4.250263684430939,,,,,Ery
chr15:69283632-69283832,,,,,4.271646217978772,,,,,,,,,,,,,,,,,,,,Ery
chr15:69283907-69284550,,4.270025714300444,,,,,,,,,,,,,,,,,,,,,4.0390538042661674,,Ery
chr15:69372585-69372860,,,,,,,,,,,,,,,,,,,,,,,,,GMP
chr15:69384488-69384763,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr15:69406729-69407409,,,,,,4.012333735073725,4.187086643357143,,,,,4.102372908709558,,,,,,4.3716110699496875,,,,,,5.596879478824183,MEP
chr15:69423911-69424541,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:69425344-69425608,,,,,,,,,,,,,,,,4.023191662661933,,,,,,,,,Mono
chr15:69525909-69526109,,,,,,4.317854923626168,4.377785977033705,4.084072788302883,,,,,,,,,,4.2580609222708015,,,,,,,MEP
chr15:69690674-69691400,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr15:69760445-69761590,,,,,,,,,4.330683119433888,,,,,,,,,,,,,,4.270025714300444,,CD8Tcell
chr15:69781592-69781918,,,,,,,,,,4.278189384787454,,,,,,,,,,4.841637507904751,,,4.162411561764489,,NKcell
chr15:69791787-69792235,,4.270025714300444,,,,,4.03810452633215,,5.636388020107857,,,4.403402904373539,,,,,,,,,,,5.732828271596986,,NKcell
chr15:69801247-69801861,,,5.124360062995832,,4.2541448048262716,,,,,,,,,,,,,,,,,,,,NKcell
chr15:69808263-69808713,4.801342913045578,,,,,,,,,,4.396855627379819,,,,,,,,,,,,,,Mono
chr15:69844470-69844743,,,6.785156151952302,,,,,,,,,,,,,,,,,,,,,,NKcell
chr15:69851998-69852548,,,,,,,,,,,4.026410376572743,,,,4.458420756053419,,,,,,,,,,MEP
chr15:69894041-69894814,4.006563769502388,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:69899511-69899778,4.125518182300533,,,4.460923901207224,,,,,,,,,,,,,,,,4.7569619513137065,,,,,Mono
chr15:69901539-69901991,,,,,,,,,4.110698297493689,,,,,,,,,,,,,,,,Mono
chr15:69908067-69908415,,,,,,4.511449283499557,4.987162775294828,4.158640529545145,,,,,,,,,,4.459670525209126,,,,,,,Ery
chr15:69968038-69968376,,,,,,,,,,,,,,,,4.320572103387882,,,,,,,,,Ery
chr15:69983739-69984302,,,,,,,,,,,,,,,,,,,,,,4.263603497723357,,,Mono
chr15:70006278-70006968,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr15:70018132-70018757,,,,4.03810452633215,,,,,,,,4.069560405233299,,,,,,,,,,,,,Mono
chr15:70035517-70035836,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr15:70091028-70091429,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:70100145-70100509,,,,,,,,,,,,,4.204815410317576,,,,,,4.296708621881338,,,,,,Mono
chr15:70174160-70174460,,,,,,,,4.081445469449727,,,4.8696662315049934,4.296708621881338,,,6.987162775294827,,,,,,,,,,Bcell
chr15:70202411-70202664,,,,,,,,,,,,,,,4.642065152999546,,,,,4.018181392829336,,,,,MEP
chr15:70250175-70250666,,,,,,,,,,,,,,,,4.072116589669293,,,,,,,,,LMPP
chr15:70271480-70271958,,,,,,,,,,,,,,,4.0136762229492335,,,,,,,,,,Bcell
chr15:70272067-70272554,,,,,,,,,,,4.210419287835576,,,,4.156144577376839,,,,,,,,,,Bcell
chr15:70287192-70287495,,5.1067932469401525,,,,,4.549750891680639,,,,,,,,,,,,5.721246399047171,,,,,,Bcell
chr15:70306805-70307103,,,4.18111458540599,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:70307194-70307714,,,,,,,,,4.581698708680253,,,,,,,4.028724151261895,,,,,,,4.588380294036769,,Bcell
chr15:70308362-70308646,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:70311344-70311615,4.122628654130226,,,,,,,,,,5.549750891680639,,,,,,4.039529222465701,,,,,,,,Bcell
chr15:70328848-70329421,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:70364851-70365188,5.4236586497942065,,,,,,,,,,,4.268411234813262,4.189767482004916,,,,,,,,,,,,Bcell
chr15:70405453-70406156,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:70463853-70464249,,,,,,,,,,,,,,4.0726296369609765,,,,,,,,,,,CMP
chr15:70488863-70489583,,,,4.267606240177032,,4.0,,4.326979092871103,,,,,,,,,,,,,,,,,Bcell
chr15:70532357-70532905,,,,,,,,,,,,,,,,4.515700160653214,,,,,,,,,Bcell
chr15:70538037-70538706,,,,4.841637507904751,,,,,,,,,,,,,,,,,,,,,Mono
chr15:70549936-70550298,,,,,4.33161408331,,,,,,,,,,,5.044793462458059,,,,,,,,,Mono
chr15:70560305-70560614,,,,,,,,,,,,,,,,,,,,5.0,,,,,Mono
chr15:70563772-70564192,,,,,,,,,,,,,4.086186147616283,,,,,,,4.060480747381382,,,,,Mono
chr15:70574032-70574724,,,,,,,5.504455662453552,4.018634490921456,,,4.080921907623926,4.2898826348881824,4.216811308924743,,,,,,,4.231361898752385,,,,,Bcell
chr15:70577321-70577601,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:70592421-70593308,,,,,,,,,,,,,,,,,,,,,,,4.931814138253839,,NKcell
chr15:70611582-70612291,,4.0731432910503065,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:70613885-70614085,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:70678727-70678934,,,4.559090917934783,5.274905478918532,4.844663962534939,,,,,,6.619788758288393,,,,,,,,,,,,,,Bcell
chr15:70678941-70679329,4.060480747381382,,4.010550182333308,,4.053056729302175,,,,,,4.026410376572743,,,,,4.576754126063191,,,,,,,,,Bcell
chr15:70727741-70728066,,,,,,,,,,,,5.530177984021837,,,,,,,,,,,,,Bcell
chr15:70752351-70752999,,4.195860567664649,,,,,,,,5.732828271596986,,,,,,,,,,,4.199970640755867,,4.047207556955908,,Mono
chr15:70755074-70756212,,,,,,,,4.025949097207123,,,,,,,,,,,,,,,,,Mono
chr15:70800112-70800752,,,,,,,4.645891560852599,,,,,,,,,,,4.226213555018807,,,,,,,Mono
chr15:70801303-70802396,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:70804284-70804484,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:70816633-70817044,,,,,,,,,,,,,,,4.735182176990463,,,,,,4.675717544702306,,,,CLP
chr15:70818833-70819343,,,,,,,,,4.1045774539605935,,,,,,,,,,,,,,4.4867823999320615,,CLP
chr15:71069648-71070313,,,,,,4.226945306635737,,,,,,,,,,,,,,,,,,,Mono
chr15:71081483-71081904,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr15:71460813-71461111,4.0726296369609765,,,,,4.696803942579512,4.85078088734462,,,,4.442492798094341,,,,,,,4.761953896871205,,,,,,,MEP
chr15:71584096-71584428,4.168130225719498,,4.5528419686577815,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr15:71592602-71592810,,,,,,,,,4.4461169733561245,,4.747146969020106,4.987162775294828,,,,,,,,,,,4.617982957425132,,MEP
chr15:71664915-71665515,,,4.406713932979542,,,,,,,,,,,,,,,,,,,,,,CD4Tcell
chr15:72175851-72176143,,,,,,,,,,,,,,,4.3635121036466336,,,,4.234331445240986,4.288192770958808,,,,,Bcell
chr15:72384153-72384853,,,4.317854923626168,,,,,,,,,,,,,,,4.104025267640935,,,,8.254925208417943,,,MEP
chr15:72449388-72449639,,,,,,,,,,,4.560667306169737,,,,,,,,,,,,,,Mono
chr15:72493657-72493857,,,,,,,,,,4.546681659952962,,,,,,,,,,,,,,4.003926345514723,CLP
chr15:72520188-72520446,,4.098541678603888,,4.017276612331456,,,,,,,,,,,4.380906669373257,,,,4.3169529617611495,,,,,,Mono
chr15:72650955-72651752,,,,,,,,,,,,,,,,4.006123085058789,,,,,,,,,NKcell
chr15:72658100-72658804,,,,,,,,,,,,4.308918507877031,,,,,,4.481486060122112,,,,,,,LMPP
chr15:72826858-72827257,,,,,,,,,,,,,,,,,,,,4.442492798094341,,,,,CD4Tcell
chr15:73024513-73025390,,,,,,,,,,,,,,,4.742321425130816,,,,,,,,,,MEP
chr15:73097732-73098267,,,,,,,,,,,4.2034256667895695,,,,,,,,,,4.052076380168272,,,,CD8Tcell
chr15:73101655-73102042,,,,,,,,,,,,,4.059981844992337,,,,,,,,,,,4.020907099361674,NKcell
chr15:73256839-73257262,,,4.281498311132726,,,,,,,,,,,,,,4.129011186239425,,,,,,,,NKcell
chr15:73259778-73260247,,,,,,,,,4.537602002101044,,,4.4001169279263115,,,,,,,,,,,4.9746941347352305,,NKcell
chr15:73371917-73372363,,,,,,,5.436518914605589,,,,,,,,,,,,,,,,,,MPP
chr15:73433538-73434159,,,4.053547734986926,,,,4.006123085058789,,,,,,,,,,,,,,,,,,CD4Tcell
chr15:73574947-73575814,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr15:73579189-73579968,,,,,4.18111458540599,,,,,,,,,,4.886056647693163,,,,,,,,,,Mono
chr15:73587913-73588789,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:73740452-73740995,,,,,,,,,,,,,,,,,,,4.174573882232177,,,,,,CD8Tcell
chr15:73797243-73797596,,,,,,,,,,,,,,,,,,,,,,,4.057991946977687,,Ery
chr15:73811223-73811788,,5.027334407733889,,,,,,,,,,5.327902142064284,,,,,4.767003889607847,,,,,,6.8297382846050425,,CD8Tcell
chr15:73832588-73832874,,,,4.0710923097560485,,,,,4.2441251443275085,,4.034798298974088,,,,,,,,,,,,,,Mono
chr15:73861667-73862024,4.055517327849832,,,,,4.03810452633215,4.4867823999320615,,,,,,,,,,,,,,,,,,Ery
chr15:73888214-73888925,,,,,,,,,,,,,4.785156151952302,,,,,,5.191789027075778,,,4.101823516502323,,,MEP
chr15:74148725-74149355,,,,4.5003129173815966,,,,,,,,,,,,,,,,,,,,,CLP
chr15:74163073-74163871,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr15:74306414-74306626,,,,,,,,4.254925208417943,,,,,,,,,,4.481486060122112,,,,,,4.051098239029786,Ery
chr15:74331693-74331950,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr15:74676128-74676562,,,,,,,,,5.239577516576788,,4.216811308924743,,,,,4.2604276555499085,,,,,,,4.995678626217358,,Bcell
chr15:74681807-74682458,,,,,,4.212539525481585,,,,,,,,,,,,,,,,,4.6108339156354665,,Ery
chr15:74688618-74689217,,,,,,,,,,,5.175874166083451,4.767003889607847,,,,,,,,,4.428291168191311,,,,Bcell
chr15:74689749-74690049,,4.7495799976911055,,,,,,,,,6.417936637088292,6.790484985457369,,,,,4.1444808443321985,,,,,,,,Bcell
chr15:74692936-74693215,4.070581074285707,,,,,,,,,,4.181774106386046,,4.066006836168758,,,,,,4.549750891680639,,,5.570247719997592,,,CMP
chr15:74693257-74693481,,,,,,,,,,,,,,,,,,,,,,4.578396073130169,,,Bcell
chr15:74712533-74713146,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:74716245-74716635,,,,4.3535962737769305,,,,,,,,,,,,,4.3160528692484865,,,,,,,,Ery
chr15:74730550-74730767,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:74803970-74804989,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:74822034-74822746,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:74862442-74862827,,,4.1857524042680785,,,,,,,,,,,,,,,,,,,,,,NKcell
chr15:74880767-74881512,,,,,,,,,,,,,,,,4.133712660915805,,,,,,,,,Mono
chr15:74902594-74903236,,,,,,4.007888512213049,,,,,,,,,,,,,,,,,,,Ery
chr15:74945693-74946244,,,4.224753740259764,,,,,,,,,,,,,4.166215625343521,,,,,,,,4.068542129310996,MEP
chr15:74946598-74946859,,,4.507239610973162,,4.215382707367125,,,,4.369572124974976,,,,,,,,,,,,,,4.162411561764489,,MEP
chr15:75077738-75077939,,,4.010550182333308,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr15:75079185-75079473,,,,,,,,,,,,,,,,4.157390760389438,,,,,,,,,Mono
chr15:75080694-75080909,,,,,,,,,,,,,,,,4.242603971206976,,,4.005243055412373,,4.183758700008217,,,,Mono
chr15:75113695-75114110,,,,,,,,,,,,,,,,,,,,,,4.066006836168758,,,Bcell
chr15:75185958-75186376,,,,,,,,,,,,,,,,,,,,,,4.09312646527793,,,CD4Tcell
chr15:75246622-75247274,,,,,,,,4.6439741428068775,,,,,,,,,,,,,,,,,MEP
chr15:75315082-75315464,,,,,,,,,,,,,,,4.374687549038327,4.080398976215889,,,,,,,,,Ery
chr15:75319933-75320287,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:75326944-75327317,6.2541448048262716,,6.015022873584508,5.334419008982047,,,,,,,5.1598939055432425,4.892790030352131,,,,,,,,,,,,,Mono
chr15:75350068-75350506,,,,,,4.094743951251549,4.006123085058789,,,,,,,,4.188424994129407,,,4.081445469449727,,,,,,,MEP
chr15:75354275-75354754,4.0,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:75358281-75358813,,,,,,,,,4.471083299722345,,,,,,,,,,,,,,,,MEP
chr15:75361848-75362401,,,4.09799710864927,,,4.511449283499557,4.070581074285707,,4.585026652029182,,,,,,,4.276544327964814,,4.425968732272281,,,,,,,Bcell
chr15:75387531-75387833,,,,,,,,,,,,5.440093374963888,,,,5.401209493236885,,,,,,,,,Bcell
chr15:75405095-75405673,,,,,,,,,,,,,,,,,,,,,,4.131943638176958,,,Mono
chr15:75432482-75432958,,4.216096420727265,,,,,,,,,,,,,,,4.576754126063191,,,,,,,,MEP
chr15:75455520-75456060,,,,,,4.012333735073725,4.006123085058789,,,,,4.496209316942818,,4.035269078946371,,,,,,,,,,,MEP
chr15:75625970-75626443,,4.294136287716081,,,,,,,,,,,,,4.374687549038327,,,,,,,,,4.308918507877031,NKcell
chr15:75678234-75678617,4.0655015487564325,,4.130181792020672,,4.0594835150674315,,,,,,4.342944147142896,,,,,,,,4.545155139991491,,,5.8827287043442364,,,Bcell
chr15:75834882-75835196,,,,,,4.221848749616356,,,,,,,,,,,,4.309803919971486,,,,,,,MEP
chr15:75843269-75843939,,,,,,,,,,,4.7011469235902945,,,,,5.136677139879544,,,,,,4.539102157243452,,,Mono
chr15:75882627-75882948,,,,,,4.2890368810047255,4.443697499232711,,,,,,,,,,,4.769551078621727,,,,,,,Ery
chr15:75995029-75995234,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr15:76044009-76044636,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr15:76164694-76165191,,,,,,,,,,,,,,,,4.735182176990463,,,,,,,,,MEP
chr15:76188011-76188574,,,4.966576244513051,5.774690718274138,4.016373712875464,4.838631997765026,4.524328811675571,4.235077015350112,,,,,4.16304326294045,,,,,4.559090917934783,,,,,,,Ery
chr15:76216049-76216438,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr15:76238278-76238873,,,,4.7569619513137065,4.583359492661719,,,,,,,,,,,,,,,,,4.621602099051862,,,GMP
chr15:76277134-76277416,,,,,,,,,,,,,,4.337242168318426,,,,,,,,,,4.327902142064284,Mono
chr15:76512980-76513226,,,,,,,,,,,,,,,,,,,,,,,,,GMP
chr15:76581982-76582342,,,,,,4.87942606879415,5.38933983691012,,,,,,,,,,,,,,,,,,MEP
chr15:76597266-76598134,,,,,,,,,,,,,,,,,,4.230622673923862,,,,,,,MEP
chr15:76694183-76694409,,,,,,,,,,,,,,,,,,,4.414539270491499,4.324221658325915,4.031050319018656,6.22548303427145,,,Ery
chr15:76772673-76772993,,,,,,,,,4.769551078621727,,,,,,,,4.308918507877031,,,,,,4.586700235918748,,Bcell
chr15:76825703-76826245,,,,4.109020403010312,,,,,4.214670164989233,,,,,,,,,,,,,,,,Mono
chr15:76946591-76946947,,,,,,,,,,,,,,,,,,,5.082494490447453,,,,,,NKcell
chr15:77003770-77004186,,,,,,,,,,,4.514278573518419,,,,,,,,,4.262807357295261,,,,,Bcell
chr15:77007301-77007624,,,,,,,,,,,,,,,,,,,,,,,,,NKcell
chr15:77111269-77111854,,,,,,,,,,,,,,,,,,,,,,,4.071604147743286,,CD4Tcell
chr15:77227970-77228288,,,,4.2034256667895695,,,,,,,4.089909454405932,,,,,,,,,,,,,,Bcell
chr15:77254702-77255361,,,,,,,,,,,,,,,4.049635145623877,,,,,,,,,,CLP
chr15:77283456-77283665,,,,,,,,,,,,,,,,4.621602099051862,,,,,,,,,Mono
chr15:77291125-77291441,,,,,,4.313363730737707,4.4621809049267265,,,,,,,,,,,4.274088367704952,,,,,,,CD8Tcell
chr15:77296497-77296943,4.3169529617611495,4.226213555018807,,,,4.157390760389438,4.649751981665837,4.375717904164333,,,,,,,,4.367542707815276,,,,,,,,,Mono
chr15:77305085-77305598,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr15:77370819-77371395,,,,,,,,,,,4.102372908709558,,,,,5.539102157243452,,,,,,4.621602099051862,,,Mono
chr15:77371496-77371794,,,,,,4.007888512213049,,4.012780770091995,,,,,,,,,,,4.1797985405143585,4.166852888087215,,,,,Mono
chr15:77422044-77422443,,,,,,,4.140261433802853,,,,,,,,,,,4.211124884224583,,,,,,,MEP
chr15:77456052-77456557,4.168130225719498,4.023191662661933,,,,,,,,,4.336299074610352,4.621602099051862,,,,,,,,,,,,,CD8Tcell
chr15:77473757-77474470,,,,,,,,,,,4.590066876668706,,,,,,,,,,,,,,NKcell
chr15:77707294-77707494,,,,,,,,4.47755576649368,,,,,,,,,,,,,,,,,MEP
chr15:77779754-77780163,,,4.149353764816934,,,,,,,,,,,,4.444905551421682,,,,,4.573488738635425,,,,,CLP
chr15:77830280-77830789,,4.013228265733755,6.438898616350943,4.03810452633215,,,,,,,,,,,,4.465973893943866,,,,,,,,,Bcell
chr15:77871378-77871681,,,,,,,,,5.690369832574102,,,,,,4.6777807052660805,,,,4.377785977033705,,,,,,CLP
chr15:77873620-77874026,,,,4.309803919971486,,,,,,,,,,,,,,,,,,,,,CLP
chr15:77875213-77875476,4.201349354554731,,,,,,,,,,,,,,,4.226945306635737,,,,,,,,,CLP
chr15:77900934-77901433,,,,,,,,4.045275209020937,,,,,,,4.09312646527793,,,,4.067526235322847,,,5.115204636051019,,,MEP
chr15:78029798-78030334,,,,,,,,4.7544873321858505,,,,,,,,,,,,,,,,,MEP
chr15:78231396-78231855,,,,,,,,,,4.294136287716081,,,,,,,,,,,,,,,CLP
chr15:78281617-78282127,,,,,,4.692503962086787,4.191114132640188,,,,,,,,,,,4.649751981665837,,,,,,,Ery
chr15:78336762-78337230,,,,,,,,,4.703334809738468,,,,,,,,,,,,,,,,NKcell
chr15:78351807-78352196,,,,4.07727454200674,,,,,,,,,,,,4.588380294036769,,,,,,,,,CLP
chr15:78380214-78381093,,,,4.0958256317158375,,,,,4.94692155651658,,,,,,,,,,,,,,4.9586073148417755,,Mono
chr15:78403662-78403862,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:78459867-78460209,,,,4.3027706572402815,,,,,4.205511953340831,,4.460923901207224,,,,,,,,4.326979092871103,,,,,,Bcell
chr15:78463657-78464106,,,4.241088107602026,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:78536550-78536788,,,,,,5.9136401693252525,6.087777943467584,4.826813731587727,,,,,,,,,,6.090979145788844,4.221848749616356,,,,,,Ery
chr15:78540178-78540680,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:78555614-78556161,,,,,,,,,,,,,,,,,,4.055517327849832,,,,,,,Ery
chr15:78556305-78556627,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:78568768-78569320,,,,,,,,,,,,,,,4.00436480540245,,,,,,,,,,Ery
chr15:78653300-78654043,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:78748808-78749055,,,,,,4.0594835150674315,4.619788758288394,4.449771646944906,,,,,4.183758700008217,,,,,,,,,,,,Ery
chr15:78917885-78918365,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr15:78956079-78956540,4.229147988357856,,,,,,,5.367542707815276,,,,4.069560405233299,,,,5.302770657240282,,,,,,,,,CLP
chr15:78961306-78961699,,,,,,,,,,,,,,,4.115204636051019,5.97061622231479,,,,,,,4.950781977329819,,CLP
chr15:79049079-79050095,,,,,,,,,,,,,,,,,,,,,,,,,Bcell
chr15:79055195-79055597,,,,,,4.5058454059815585,4.269217724333611,,,,,,,,,,,4.4723700991286615,,,,,,,Ery
chr15:79082321-79082868,,,,,,,,,,,,,4.9586073148417755,,4.009661145212399,,5.074172425375258,,,,,,,,CMP
chr15:79201090-79201512,4.206209615309182,,,,,4.87942606879415,,5.924453038607469,,,4.074687908500351,,,,,,,,,,,,,,MEP
chr15:79207534-79208295,,,,,,,,,,,,,,,,,,,,,,,,4.042392712939905,Mono
chr15:79219324-79219873,,,,,,,,,,,4.127843727251707,,,,,4.906578314837764,,,,,,,,,Mono
chr15:79231008-79232119,,,,,,,,,,,,,,,,,,,,,,7.742321425130815,,,Bcell
chr15:79371171-79371656,,,,,,,,,,4.069050968832477,,4.111259039317107,,,,4.151195298948196,,,,,,,,,Bcell
chr15:79421632-79422013,,,4.906578314837764,5.030584087646019,,,,,,,,,,,,,,,,,,,,,MEP
chr15:79462588-79462988,,5.73754891026957,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:79614899-79615800,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr15:79640905-79641231,,,,,,,,,,,,,,,,,,,,,,,,4.510041520575165,Mono
chr15:79642753-79642953,,,4.8153085691824025,,5.087777943467584,,,,,,,,,4.305394801066432,,,,,,,,,,,Ery
chr15:79733012-79733212,4.175874166083451,,,,,,,,,,,,,,,,,,,4.090979145788844,,,4.112382699664264,,Mono
chr15:79767648-79768037,,,,,,,,,4.170696227168975,,,,,,,,,,,4.15676722190199,,,,,HSC
chr15:80103656-80103859,,,,,,,,,4.241088107602026,,,,,,,,4.832682665251824,,,,,,,,CLP
chr15:80113261-80113488,5.051098239029788,,,,4.066006836168758,4.686132779630847,,,,,,,,,,,,,,,,,,,Ery
chr15:80142640-80143008,4.709965388637482,,4.169411331314857,,,,,,,,4.2034256667895695,,,,,5.112382699664264,,,,,,,4.246416941107094,,MEP
chr15:80152861-80153474,,,,,4.285670240254767,,,,,,,,,,,,,,,4.596879478824183,,,,,MPP
chr15:80173620-80173951,,,4.0145735259169975,,,,,,,,,,,4.044793462458058,,,,,,,,,,,MEP
chr15:80190951-80191519,,,4.3027706572402815,4.521433504406157,,,4.0,,,,,,,,4.24795155218056,,,4.413412695328245,,,,4.089909454405932,,4.187086643357143,Mono
chr15:80197543-80197979,,,,,4.548213564475709,,,,,,,,,,,,,,,,,,,,Mono
chr15:80201958-80202653,,,,,,,,,,,4.732828271596986,4.324221658325915,,,,,,,,,,,,,Bcell
chr15:80244714-80244950,,,,4.130181792020672,,,,,,4.050122295963125,,,,,,,,,,,,,,4.245651664288982,Mono
chr15:80254556-80255037,,,,,,,,,5.014124642691606,,,4.47755576649368,,,,,,,,,,,,,Mono
chr15:80271047-80271696,,,,,,,,,,,4.132532512140949,,,,4.145086977692143,,,,,,,,,4.4621809049267265,Mono
chr15:80279275-80279628,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:80303300-80303728,,,,,,,,,,,,,,,,,,,,,,5.665546248849069,,,Mono
chr15:80309833-80310663,,,,,,,,,,,,7.155522824254319,,,,4.23284413391782,,,,,,,,,Bcell
chr15:80346341-80347020,,,,,,4.121478204498794,,,,,,,,,,,,,,,,,,,MEP
chr15:80348370-80348574,,,,,,,,,4.856985199745905,,,5.2076083105017466,,,,4.2890368810047255,5.402304814074488,,,,,,5.3334820194451185,,Bcell
chr15:80386038-80386835,,,,,,4.527243550682788,4.2564902352715706,,,,4.590066876668706,4.380906669373257,,,,,,4.485452247339714,,,,,,,HSC
chr15:80447431-80448530,,,,,,,,,,,,,,,,,,,,,,,,,MEP
chr15:80583123-80583826,,,,,,,,,,,,,,,,,,,,,,,,,LMPP
chr15:80620894-80621205,4.107905397309518,,,,,,,,,,4.657577319177793,,,,,,,,,,,,,,Mono
chr15:80766871-80767685,,,,,,,,4.0034883278458215,,,,,,,,,,,,,,,,,LMPP
chr15:80824167-80824582,,,,4.191114132640188,,4.007888512213049,,,,,,,,,,,,,,,,,,,MEP
chr15:80882947-80883700,,,,,,,4.327902142064284,,,,,,,,,4.16304326294045,,4.008330992620052,,,,,,,MEP
chr15:80935644-80936647,,,,,,,,,,,,,,,,,,,4.007888512213049,,,,,,GMP
chr15:80937672-80938241,,,,,,,,4.334419008982047,,,,,,,,,,,,,,,,,CLP
chr15:80999989-81000193,,,,,,,,4.480172006224281,,,,,,,,,,,,,,,,,MEP
chr15:81082677-81082899,,,,,,,,,,,,,,,,,,,,,,,,,Ery
chr15:81115477-81115842,,,,,,,,,,,,,,,,,,,,,,,,,CLP
chr15:81116365-81116910,,,,,,4.029188389127482,,,,,,,,,,7.899629454882437,4.442492798094341,4.048176964684088,,,,,,,CLP
chr15:81125074-81125475,,,,,,4.0594835150674315,,,,,4.121478204498794,4.123205023799299,,,,,,,,,,4.099086932262331,,,CLP
chr15:81315458-81316770,,,,,,,,,,,,,,,,,,,,,,,,,Mono
chr15:81316883-81317189,,,,,,,,4.066006836168758,,,,,,,,,,,,,,,,,Mono
chr15:81377054-81378127,,,,,,,,,,,,,,,,,,,,,,,,,MPP
chr15:81476252-81476997,,,4.105683937315561,,,,,,,,,,,,4.040481623027002,,,,,,,,,,MPP
chr15:81584846-81585234,,,,,4.910094888560601,,,,,,,,,,,,,,,,,,,,Bcell
chr15:81594205-81594587,,,7.126679398184601,6.886056647693162,,,,,,,5.853871964321763,5.3872161432802645,,,,4.588380294036769,,,,,,,,,Bcell
chr15:81607606-81608259,,,,,,,,,,,,,,,,,,,,,,,,,CD8Tcell
chr15:81615113-81615423,,,,,4.006563769502388,,,,4.7011469235902945,,,4.6108339156354665,,,,,5.177178354696896,,,,,,4.777283528852417,,Ery
chr15:81699907-81700535,,,,,,,4.590066876668706,,,,,,,,,,,,,,,,,,MEP
chr15:81706614-81707741,,,,,,5.924453038607469,6.055517327849832,,,,,,,,4.0343280287798935,,,6.015022873584508,,,,,,,HSC
chr15:82158489-82158815,4.531652669587841,4.025949097207123,,,,,,,,,,,,,,4.8153085691824025,,,,,,,4.401209493236885,,Bcell
